#Key+A955,String,Size,Notes
MISC_VNFINSOL_FLEETNAME,VN Construct
MISC_VNFINSOL_DESIGNNAME,VN Construct
SECTIONNAME__VNFINSOL,VN Construct
MISC_VNHOME_SYSTEMNAME,VN Homeworld
EVENTSUM_VNHOME_DISCOVERED,VN Homeworld Discovered
EVENTMSG_VNHOME_DISCOVERED,The Von Neumann homeworld has been discovered in deep space.
EVENTMSG_VNHOME_DISCOVERED_DEAD,Nothing but ruins remain.

EVENTSUM_STATIONS_BUILT,Station Built At %s
EVENTMSG_STATIONS_BUILT1,%s station built at %s.
EVENTMSG_STATIONS_BUILTN,%s stations built at %s.

TOOLTIP_POPMNGR_OPEN,Population Manager
TOOLTIP_DEFMNGR_OPEN,Defense Manager

SECTIONNAME__VNeumannFinSol,VN Construct
SECTIONNAME__VNeumannSatellite,VN Satellite
COMBAT_REFUGEES_REQUEST_ASYLUM_QUERY,The refugees request asylum. Will you grant it to them?
COMBAT_REFUGEES_ACCEPTED,You have granted the refugees asylum.
COMBAT_REFUGEES_REFUSED,You have refused the refugees asylum.
UICSTR_TAC_TOGGLE_BOMBARD_PLANET,Bombard the planet.
UICSTR_TAC_TOGGLE_CEASE_COMBAT,Suggest ceasefire.

EVENTSUM_REFUGEES_FIGHT,Refugee Traders %s
EVENTMSG_REFUGEES_UNRESOLVED,Hostilities with the refugees %s were averted. The refugees are moving on.
EVENTMSG_REFUGEES_ENTITYVICTORY,Hostilities with the refugees %s were averted.
EVENTMSG_REFUGEES_ENTITYDEFEAT,The refugees %s have been killed.

EVENTSUM_VNHOME_FIGHT,Von Neumann Homeworld
EVENTMSG_VNHOME_UNRESOLVED,The Von Neumann Homeworld still remains.
EVENTMSG_VNHOME_ENTITYVICTORY,The Von Neumann Homeworld defeated you.
EVENTMSG_VNHOME_ENTITYDEFEAT,The Von Neumann Homeworld has been destroyed.

EVENTSUM_VNFINSOL_FIGHT,Unprecedented Von Neumann Construction %s
EVENTMSG_VNFINSOL_UNRESOLVED,The Von Neumann construct %s still remains.
EVENTMSG_VNFINSOL_ENTITYVICTORY,The Von Neumann construct devastated resistance %s.
EVENTMSG_VNFINSOL_ENTITYDEFEAT,The Von Neumann monstrosity %s has been eliminated.

EVENTSUM_SPRJTECHOFFER_COMPLETE_RECIP,Joint Project Completed
EVENTMSG_SPRJTECHOFFER_COMPLETE_RECIP,The joint project with %s to develop %s has completed.
EVENTSUM_SPRJTECHOFFER_COMPLETE_GIVER,Joint Project Completed
EVENTMSG_SPRJTECHOFFER_COMPLETE_GIVER,The joint project with %s to develop %s has completed.
EVENTSUM_SPRJTECHOFFER_CANCELLED,Joint Project Cancelled.
EVENTMSG_SPRJTECHOFFER_CANCELLED,The joint project with %s to develop %s has been cancelled.

GIVETECH_PROJECT_NAME,%s with %s
GIVETECH_OFFER,Offer Technology
GIVETECH_OFFER_CANCEL,Cancel Offer
GIVETECH_QUERY_TITLE,Joint Project Proposed
GIVETECH_QUERY_MSG,%s would like to share technology with you. Will you give them permission to examine your scientific papers?
GIVETECH_QUERY_REJECTED_TITLE,Joint Project Declined
GIVETECH_QUERY_REJECTED_MSG,%s has declined your invitation to share technology.
GIVETECH_OFFER_TITLE,Joint Project Proposed
GIVETECH_OFFER_MSG,%s would like to help you develop %s.
GIVETECH_OFFER_ACCEPTED_TITLE,Joint Project Accepted
GIVETECH_OFFER_ACCEPTED_MSG,%s has accepted your offer to help develop %s. A joint project will be created.
GIVETECH_OFFER_REJECTED_TITLE,Joint Project Declined
GIVETECH_OFFER_REJECTED_MSG,%s has declined your offer to develop %s.
GIVETECH_OFFER_CANCELLED_TITLE,Joint Project Cancelled
GIVETECH_OFFER_CANCELLED_MSG,The joint science project with %s to develop %s has been cancelled by the other party.
GIVETECH_QUERY_ACCEPTED_TITLE,Joint Project Accepted
GIVETECH_QUERY_ACCEPTED_MSG,%s has accepted your proposal.
GIVETECH_SELECT_TECH,Select technology:
GIVETECH_NO_OFFERS_TITLE,Joint Project Unavailable
GIVETECH_NO_OFFERS_MESSAGE,You do not have any technologies to offer\n%s.

SHIPBUILD_TITLE,Build
SHIPBUILD_SHIP_TITLE,Construction Ships:
SHIPBUILD_DESIGN_TITLE,Available Designs:
SHIPBUILD_BUILD_BTN,Build

SECTIONDESC_DEGravboat,"Special, single purpose ships that add to the additive gravity effects of a fleet, allowing them to move even faster in Strat movement between worlds. However, in combat, they have the opposite effect, slowing down the movement of enemy ships."
SECTIONDESC_CRGravboat,"Special, single purpose ships that add to the additive gravity effects of a fleet, allowing them to move even faster in Strat movement between worlds. However, in combat, they have the opposite effect, slowing down the movement of enemy ships."
SECTIONDESC_DNGravboat,"Special, single purpose ships that add to the additive gravity effects of a fleet, allowing them to move even faster in Strat movement between worlds. However, in combat, they have the opposite effect, slowing down the movement of enemy ships."
SECTIONDESC_CRDrone,"Extremely effective in combat, Combat Drones require a mothership to carry them between systems. These Drone Carriers operate as the micro-command for the drones, acting as their launch base and giving them their orders."
SECTIONDESC_DEDrone,"Extremely effective in combat, Combat Drones require a mothership to carry them between systems. These Drone Carriers operate as the micro-command for the drones, acting as their launch base and giving them their orders."
SECTIONDESC_DNDrone,"Extremely effective in combat, Combat Drones require a mothership to carry them between systems. These Drone Carriers operate as the micro-command for the drones, acting as their launch base and giving them their orders."
SECTIONDESC_DEDisruptor,"A reflector field generator diverts energy away from engines and uses that power to generate an electromagnetic field in front of a ship. This field attempts to reflect energy weapons before they reach the ship. The power taken from the engines causes a decrease in maneuvering speed."
SECTIONDESC_CRDisruptor,"A reflector field generator diverts energy away from engines and uses that power to generate an electromagnetic field in front of a ship. This field attempts to reflect energy weapons before they reach the ship. The power taken from the engines causes a decrease in maneuvering speed."
SECTIONDESC_DNDisruptor,"A reflector field generator diverts energy away from engines and uses that power to generate an electromagnetic field in front of a ship. This field attempts to reflect energy weapons before they reach the ship. The power taken from the engines causes a decrease in maneuvering speed."
SECTIONDESC_CRCOL,This specialized section operates as the launch platform for various Complex Ordnance packages.
SECTIONDESC_DNEW,"A heavy investment, this huge starship workhorse comes packed with a host of electronic warfare capabilities found in other ships, such as Deep Scans, Wild Weasels, and Jammers. What it lacks in firepower compared to its sister ships, it compensates with some very nasty surprises."
SECTIONDESC_CREW,"A hybrid of a Point Defense mission coupled with advanced EWAR electronics. Provides deep scan capabilities, enhanced tactical scanners, jammers, and quantum chaff in a single design."
SECTIONDESC_DNFlagship,"The Flagship of your fleets. Flagships are the most heavily armed and armored Command ships you can take into battle."
SECTIONDESC_DNStationCommand,"A Command station functions as an immobile command and control ship. Due to improved administration, Imperial population output is +25%."
SECTIONDESC_DNStationRepair,"A Ship Yard increases a system's ship production by 25%, increases repair capacity, and increases the amount of resources recovered post-battle"
SECTIONDESC_DNStationScience,"Science stations provide a 5% bonus to an empire's research output. Science station bonsues are cumulative. Also offers a chance of detecting unusual types of threats before they arrive."
SECTIONDESC_DNStationSensor,"A sensor station provides a powerful strategic sensor to the system that hosts it. With Tunneling Sensor technology, it has a chance of detecting a cloaked enemy fleet on the Galaxy Map."
SECTIONDESC_DNStationTrade,"A Trade station adds one trade route which does not decrese system output, unlike planet based trade routes. A trade station boosts trade income by 15% for all trade in that system. The increased alien traffic provides a wealth of information to Xenotech scientists, helping to reduce the cost of researching Xenotechnologies."
SECTIONDESC_DNStationHabitat,"A Morrigi station that provides an extra 100 million civilian and 100 million Imperial citizens a home in a system. As mentioned, this is the only station that allows multiple builds of the same type, at a single planet."
SECTIONDESC_DEpolice,"With a growing, non-military population, positive civilian morale is aided by having patrols of peace officers. Particularly in a multi-race population, keeping the peace is sometimes just as comforting, or at least helps keep tempers calm, as keeping a system safe from attack. Police Cutters minimize the impact of morale damaging events."
SECTIONDESC_DNGuard,"The Flagship of your fleets. Take care of it – you only can only build and maintain one at any given time. If you lose it, you can build another, but you don't want to lose it. Flagships are the most heavily armed and armored command ships you can take into battle."
SECTIONDESC_DNStationCommand_Aft,Command Station
SECTIONDESC_DNStationCommand_Fore,Command Station
SECTIONDESC_DNStationHabitat_Aft,Habitat Station
SECTIONDESC_DNStationHabitat_Fore,Habitat Station
SECTIONDESC_DNStationRepair_Aft,Ship Yard
SECTIONDESC_DNStationRepair_Fore,Ship Yard
SECTIONDESC_DNStationScience_Aft,Science Station
SECTIONDESC_DNStationScience_Fore,Science Station
SECTIONDESC_DNStationSensor_Aft,Sensor Station
SECTIONDESC_DNStationSensor_Fore,Sensor Station
SECTIONDESC_DNStationTrade_Aft,Trade Station
SECTIONDESC_DNStationTrade_Fore,Trade Station
SECTIONDESC__Drone,"An unmanned, autonomous combat platform – unable to travel on its own between systems, it requires a carrier ship for transport."
SECTIONDESC__ZuulAssaultShuttle,"Technically a planetary assault craft, the Zuul have included special considerations into their design – cargo holds for their captured slaves."

SCENARIO_PROGRESSIONWARS_TITLE,Progression Wars
SCENARIO_PROGRESSIONWARS_DESC1,"Dominating a galaxy is one thing – but what about the universe?\n\n The challenge of Progression Wars is unique – build up your presence in a small galaxy as normal, but be prepared to send a fleet to the galaxy next door and start the process all over again.\n\n Your fleet will grow in strength of design and your bring some of your previous technology and money with you, but your opponents will get harder and harder.\n\n How long can you survive?!"
SCENARIO_PROGRESSIONWARS_OBJ1,"There is no objective, other than staying alive. "
SCENARIO_PROGRESSIONWARS_OBJ2,"You will have to prepare a fleet to act as a multi-generational convoy to the next galaxy – watch for the warning and be ready to act.\n\n ”The game just kept getting harder and faster and until you died. \nJust like life! Those video games built character, Sonny Jim!” \n\n -Ernie Cline, “When I Was A Kid”"
SCENARIO_PROGRESSIONWARS_RULES1,"Build, expand, conquer as normal, and then get ready to move on and do it again.\n\n"
SCENARIO_PROGRESSIONWARS_RULES2,"You have a set number of years per map to build up your empire, money, technology and ships. You will be warned before the turn limit is up – build your best fleet at your homeworld. That fleet will strike out as a generational fleet, traveling to the next nearest galaxy. That fleet will start with a percentage of your last empire's money and all but some of your top-tier technologies. But beware, your opposition will not be a pushover. \n\n"
SCENARIO_PROGRESSIONWARS_RULES3,"IMPORTANT: It should go without saying, but multiple generations is a long time traveling to discover you didn't bring a colony ship. Make sure your generational fleet has at least one colony ship. More would be wiser. \n"
SCENARIO_PROGRESSIONWARS_OBJ_GENERAL_GALAXY,Galaxy %s
SCENARIO_PROGRESSIONWARS_OBJ_GENERAL,"Expand your Empire and make preparations for the Generational Convoy to set out by year %s. Be prepared for anything in the next galaxy, but in particular, be ready to colonize a new Homeworld."
SCENARIO_PROGRESSIONWARS_OBJ_GENERAL_COUNTDOWN,** Years remaining: %s **
SCENARIO_PROGRESSIONWARS_OBJ_CONVOY,Ships at %s will be selected for the Generational Convoy. Priority message from Command – ensure colonizer launch preparations above all others!
SCENARIO_PROGRESSIONWARS_OBJ_CONVOY_STATUS_NOFLEET,Status: No ships present. Have ships here by year %s or the game will end!
SCENARIO_PROGRESSIONWARS_OBJ_CONVOY_STATUS_FLEET,Status: %s/%s command points allocated.
SCENARIO_PROGRESSIONWARS_OBJ_CONVOY_STATUS_TOOLARGE,There are presently too many ships. You will have an opportunity to select which of these will depart just before the convoy sets out.
SCENARIO_PROGRESSIONWARS_OBJ_CONVOY_STATUS_ALLOWANCE,"Up to %s destroyers or equivalents (%s cruisers, %s dreadnoughts) can be included in the convoy."
SCENARIO_PROGRESSIONWARS_OBJ_TRANSFER,Grow your Empire's savings.
SCENARIO_PROGRESSIONWARS_OBJ_TRANSFER_DESC,The convoy will be able to carry enough goods to account for %s%% of your empire's savings at launch.
SCENARIO_PROGRESSIONWARS_OBJ_TRANSFER_STATUS,Status: %s savings allocated.
SCENARIO_PROGRESSIONWARS_EVENTSUM_CONVOY_COUNTDOWN,Convoy Departure Imminent!
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_COUNTDOWN_FINALPREP,Final preparations for a Generational Convoy are underway at %s. Final opportunity for critical Colonizer production!
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_COUNTDOWN_TURNSLEFT,Years remaining: %s
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_COUNTDOWN_NOFLEET,"If a fleet is not provided in time, the game will end!"
SCENARIO_PROGRESSIONWARS_EVENTSUM_CONVOY_ARRIVES,Convoy Arrives!
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_ARRIVES,The generational convoy has successfully arrived at %s in a new galaxy.
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_ARRIVES_TECH,"Due to prolonged travel, these technologies have been lost: %s."
SCENARIO_PROGRESSIONWARS_EVENTMSG_CONVOY_ARRIVES_SAVINGS,The convoy arrived with enough goods to provide an initial %s savings.
SCENARIO_PROGRESSIONWARS_EVENTSUM_GAMEOVER,Progression Halted
SCENARIO_PROGRESSIONWARS_EVENTMSG_GAMEOVER,"No fleet is available at %s, so the game has ended."
SCENARIO_PROGRESSIONWARS_EVENTMSG_GAMEOVER_RESULTS,Your journey landed convoys at systems in a total of %s galaxies over the course of %s years.,,
SCENARIO_PROGRESSIONWARS_DLG_CONVOYLAUNCHED_TITLE,Generational Convoy Launched,,
SCENARIO_PROGRESSIONWARS_DLG_CONVOYLAUNCHED_TEXT,"Good luck and fair journey to you, our brothers and sisters of the \nGenerational Fleet. May you find peace in your new galaxy.",,

SCENARIO_GATHERING_TITLE,The Gathering,,
SCENARIO_GATHERING_DESC1,"For centuries the thinkers, the spiritual, the philosophical have tried to tell us the secret – we are stronger together than we are apart. \n\nThe path to galactic peace lies in unity! And to that end, you must be the first to attract civilians from the various races and unite them in harmony!",,
SCENARIO_GATHERING_OBJ1,The main objective is to acquire civilians from the various races.,,
SCENARIO_GATHERING_OBJ2," Force should be applied carefully, as the game ends in failure for all if any one empire is destroyed!",,
SCENARIO_GATHERING_RULES1,There ,,
SCENARIO_GATHERING_RULES2,are ,,
SCENARIO_GATHERING_RULES3,"no rules, other than “Do not eliminate other empires.” \n\n How can there be true unity without all of the races of the galaxy?",,
SCENARIO_GATHERING_OBJ_GENERAL,Annex civilians to build a diverse and prosperous empire.,,
SCENARIO_GATHERING_OBJ_GENERAL_VICTORYDESC,"To win, you must be the first to achieve prosperity by gathering civilians from each of the other races scattered amongst the stars.",,
SCENARIO_GATHERING_OBJ_GENERAL_NOBRUTALITYDESC,"But beware, this victory cannot be achieved through absolute brutality! Should any empire be eliminated, all hope of unity will be lost.",,
SCENARIO_GATHERING_OBJ_CIVMETER,%s civilians:\n,,Param: species
SCENARIO_GATHERING_EVENTSUM_NEARVICTORY,Almost There,,
SCENARIO_GATHERING_EVENTMSG_NEARVICTORY,Victory is within reach.\n\nThe Empire is short of victory by a mere %s alien civilians.
SCENARIO_GATHERING_EVENTSUM_OPPONENTNEARVICTORY,Opponent Victory Immininent!
SCENARIO_GATHERING_EVENTMSG_OPPONENTNEARVICTORY,%s nears victory. Hurry up!
SCENARIO_GATHERING_EVENTSUM_FIRSTCIVS,Alien Civilians Annexed
SCENARIO_GATHERING_EVENTMSG_FIRSTCIVS,"The first alien civilians have been integrated with one of the Empire's colonies.\n\nKeep going, and check back with the game objectives frequently to see your progress."

DIPSCREEN_DEMAND_SURRENDER,Demand Surrender
EMPIRESURRENDER_ACCEPTED_TITLE,Surrender Accepted
EMPIRESURRENDER_ACCEPTED_MSG,%s has agreed to surrender to you.
EMPIRESURRENDER_REJECTED_TITLE,Surrender Refused
EMPIRESURRENDER_REJECTED_MSG,%s has refused your demand for surrender.

SYSINFO_BTNTIP_POPMAN,Manage Civilians
SYSINFO_BTNTIP_SLAVES,Manage Slaves
SYSINFO_BTNTIP_DEFENCES,Manage Defenses
SYSINFO_BTNTIP_SPYDEFENCES,View Enemy Defenses

SYSSUM_SLAVEPOP,Slaves,,
SYSSUM_SLAVEPOP_ABBR,Slaves,,
UICSTR_RAID,Flag As Raider,,

COMMON_DECLINE,Decline,,

PLAYERSETUP_LOCK_SLOT,Lock Position,,
PLAYERSETUP_LOCK_SLOT_TOOLTIP,,,
PLAYERSETUP_SETTINGS_LABEL,Select Settings,,

EVENTMSG_CLOAKED_SPOTTED,One or more of %s cloaked vessels has been revealed!,255,params: location+preposition
EVENTSUM_CLOAKED_SPOTTED,Cloaked Ship Discovered!,255,

MESTR_TEMPERANCE,Temperance restrictions angering population.
MESTR_ADDICTION_PHASE1,Alien contraband is making citizens happy.
MESTR_ADDICTION_PHASE3,Dependence on alien contraband is making citizens mad.

EVENTSUM_SPY_DEPLOYED,Spy Deployed at %s
EVENTMSG_SPY_DEPLOYED,A spycraft has been successfully inserted into the asteroid belt around %s – they will break radio silence should they uncover an information or be discovered.
EVENTSUM_SPY_PICKEDUP,Spy Retrieved from %s
EVENTMSG_SPY_PICKEDUP,"The spycraft at %s has been successfully retrieved – If they have messaged having information prior to pick-up, return to the nearest colony world to process their report."

PLAYERSETUP_NAME_NOEDIT,Name
PLAYERSETUP_SPECIES_NOEDIT,Species
PLAYERSETUP_COLOR_NOEDIT,Color
PLAYERSETUP_BADGE_NOEDIT,Badge
PLAYERSETUP_AVATAR_NOEDIT,Avatar
PLAYERSETUP_TEAM_NOEDIT,Team
PLAYERSETUP_SETTINGS_NOEDIT,Settings
LOBBY_PLAYERSETTINGS,Settings

STATIONSUM_TITLE,Stations at %s
STATIONSUM_ACTIVATED,Activated
STATIONSUM_DEACTIVATED,Deactivated
STATIONSUM_CONSTRUCTION,Under Construction

EVENTSUM_SPRJTECHOFFER_STARTED,Joint Project Created
EVENTMSG_SPRJTECHOFFER_STARTED,The joint project with %s to develop %s has been created.

EVENTSUM_INFRA_COMPLETE,Infrastructure Complete
EVENTMSG_INFRA_COMPLETE,Infrastructure for %s is fully developed.
EVENTSUM_TERRA_COMPLETE,Terraforming Complete
EVENTMSG_TERRA_COMPLETE,Terraforming for %s has completed.

EMPIRE_TABTITLE_SPY,Spies
SPYSUM_TITLE,Spy Network,,
SPYSUM_TITLE_SPYCRAFT,Spies,,
SPYSUM_TITLE_REPORTS,Spy Reports,,
SPYSUM_SPYSTATUS_ENROUTE,Enroute.,,
SPYSUM_SPYSTATUS_EXTRACTED,Extracted.,,
SPYSUM_SPYSTATUS_EXTRACTED_EXTRA,Return to nearest colony for debriefing.,,
SPYSUM_SPYSTATUS_ACTIVE,Active.,,
SPYSUM_SPYSTATUS_DETECTED,Detected.,,
SPYSUM_SPYSTATUS_DETECTED_EXTRA,Requesting immediate extraction.,,
SPYSUM_SPYSTATUS_DONE,Completed.,,
SPYSUM_SPYSTATUS_DONE_EXTRA,Awaiting extraction.,,
SPYSUM_ACQUIRED_SYS,Acquired %s for %s,255,params: system name
SPYSUM_ACQUIRED_EMP,Acquired %s for %s,255,params: player name
SPYINFO_TRADE,Trade Routes,,
SPYINFO_DEFENCES,Defenses,,
SPYINFO_TECHTREE,Technology Tree,,
SPYINFO_EVENTS,News,,

EVENTSUM_RANDOMENC_WARNING,Alert for %s,,
EVENTMSG_RANDOMENC_WARNING,Our science stations have detected %s coming toward %s.,255,"params: encounter name, system name"

PROFILEMAN_PROGRESSIONWAR_LEVEL,Highest Progression Wars Stage: %s,,
STATSGRAPH_LEGEND_CIVILIAN,Civilian,,
STATSGRAPH_LEGEND_IMPERIAL,Imperial,,

SCENARIO_PROGRESSIONWARS_DLG_SELECTCONVOY_TITLE,Select ships for Convoy:,,
SCENARIO_PROGRESSIONWARS_DLG_SELECTCONVOY_TEXT,,,
SCENARIO_PROGRESSIONWARS_DLG_SELECTCONVOY_SELPOINTS,Command Points Allocated: %s/%s,,
SCENARIO_PROGRESSIONWARS_STAGE,Stage,,

FLEETSORT_OWNER,Owner,,
EMPIRE_ENEMYINCOMING,Incoming Fleets,,

EVENTMSG_PLAGUE_CONTINUES_IMP,%s imperials have died.
EVENTMSG_PLAGUE_CONTINUES_CIV,%s civilians have died.
EVENTMSG_PLAGUE_CONTINUES_INFRA,%s infrastructure has been destroyed.

MISC_FSGUARD_DESIGNNAME,VN Neo-Berserker
MISC_FSGUARD_FLEETNAME,VN Vessels
MISC_MBGUARD_DESIGNNAME,Von Neumann Vessel
MISC_MBGUARD_FLEETNAME,VN Vessels
MISC_MOONBASE_DESIGNNAME,VN Moonbase
MISC_MOONBASE_FLEETNAME,VN Moonbase
MISC_VNFINSOL_FRAME_DESIGNNAME,VN Construct
MISC_VNFINSOL_FRAME_FLEETNAME,VN Construct

EVENTSUM_SPY_DEBRIEFED,Spy Debriefed
EVENTMSG_SPY_DEBRIEFED,Spy returning from %s has been debriefed. The following information is available for analysis:
EVENTMSG_SPY_DEBRIEFED_DEFENCES,- System defenses for %s.
EVENTMSG_SPY_DEBRIEFED_TRADE,- Trading routes for %s in %s.
EVENTMSG_SPY_DEBRIEFED_NEWS,- News the empire of %s.
EVENTMSG_SPY_DEBRIEFED_TECHTREE,- Technical tree for %s.

EVENTSUM_PUPPETMASTER_SUBVERTED,%s Subverted
EVENTMSG_PUPPETMASTER_SUBVERTED,The Puppet Master subverted %s.

"EVENTMSG_DERELICT_UNRESOLVED""",Alien derelict remains %s.
"EVENTMSG_DERELICT_ENTITYVICTORY""",Alien derelict remains %s.
EVENTMSG_DERELICT_ENTITYDEFEAT,Alien derelict %s has been eliminated.

MISC_MENACE_PLAYERNAME,Alien Menace
MISC_ORTGAY_PLAYERNAME,Peacekeeper Enforcer
MISC_INDYSYS_PLAYERNAME,Independent Colony
MISC_VONNEUMANN_PLAYERNAME,Von Neumann

FLEETFILTER_POLICE,With Police Cutters
FLEETFILTER_CONSTRUCTION,With Construction Ships
FLEETLIST_JAMMED,Jammed

EVENTSUM_INDSYS_NOSURRENDER,%s Refuses To Join You
EVENTMSG_INDSYS_NOSURRENDER_GENERAL,The %s refuses to join your empire.
EVENTMSG_INDSYS_NOSURRENDER_REBELLION,The %s refuses to rejoin your empire.
EVENTMSG_INDSYS_NOSURRENDER_SUITABILITY,The %s will not surrender due to environmental concerns.

DEFMAN_ROTATEFLEET,Drag with the right mouse button to change direction of fleet.
DEFMAN_DELETEFLEET_TOOLTIP,Remove Fleet

EVENTSUM_DEFSATS_SCUTTLED,Defences Decomissioned at %s
EVENTMSG_DEFSATS_SCUTTLED,%s can no longer support all of its satellites.
EVENTMSG_DEFSATS_SCUTTLED_1SHIP,1 has been decomissioned.
EVENTMSG_DEFSATS_SCUTTLED_NSHIPS,%s have been decomissioned.
GIVETECH_OFFER_CANCELLED_MSG_NOTECH,The joint science project has been cancelled by %s.
MISC_SPEED_LIMITED_BY_RANGE,limited by range
